employee_id,prefix,first_name,last_name,gender,work_phone,base_location,work_country,country_code,email,department,role,grade,join_date,
('FG00066','Dr','Hatti','Milthorpe','F',442861353778,'Bradford','United Kingdom','GB','Hatti.Milthorpe@fairgrocery.com','Warehouse & Delivery','Delivery Manager','G4','2016-2-10'), 
('FG00081','Ms','Stevy','Meadmore','M',444772617763,'Ford','United Kingdom','GB','Stevy.Meadmore@fairgrocery.com','Warehouse & Delivery','Delivery Assistant','G2','2016-3-10'), 
('FG00091','Mr','Wade','Seares','M',442782214036,'Buckland','United Kingdom','GB','Wade.Seares@fairgrocery.com','Warehouse & Delivery','Delivery Assistant','G2','2016-4-10'), 
('FG00147','Mr','Seline','Gunstone','F',444101218365,'Newtown','United Kingdom','GB','Seline.Gunstone@fairgrocery.com','Warehouse & Delivery','Delivery Assistant','G2','2016-5-10'), 
('FG00156','Ms','Robinet','Brinsden','F',444762145302,'Liverpool','United Kingdom','GB','Robinet.Brinsden@fairgrocery.com','Warehouse & Delivery','Delivery Assistant','G2','2016-6-10'), 
('FG00187','Dr','Paulita','Mengue','F',449258647193,'Bristol','United Kingdom','GB','Paulita.Mengue@fairgrocery.com','Warehouse & Delivery','Delivery Manager','G4','2016-7-10'), 
('FG00235','Mr','Dick','Nabbs','M',445318654705,'Whitchurch','United Kingdom','GB','Dick.Nabbs@fairgrocery.com','Warehouse & Delivery','Delivery Assistant','G2','2016-8-10'), 
('FG00301','Mr','Beatrice','MacIan','F',447702770823,'Leeds','United Kingdom','GB','Beatrice.MacIan@fairgrocery.com','Warehouse & Delivery','Delivery Assistant','G2','2016-9-10'), 
('FG00355','Mr','Paxon','Buttner','M',442585487284,'Sheffield','United Kingdom','GB','Paxon.Buttner@fairgrocery.com','Warehouse & Delivery','Delivery Assistant','G2','2016-10-10'), 
('FG00368','Mrs','Bernette','Sandifer','F',442387504685,'Charlton','United Kingdom','GB','Bernette.Sandifer@fairgrocery.com','Warehouse & Delivery','Delivery Assistant','G2','2016-11-10'), 
('FG00410','Mr','Ashlen','Prestie','F',445547162540,'Twyford','United Kingdom','GB','Ashlen.Prestie@fairgrocery.com','Warehouse & Delivery','Delivery Assistant','G2','2016-12-10'), 
('FG00446','Mrs','Dukey','Feavearyear','M',445373957862,'Kirkton','United Kingdom','GB','Dukey.Feavearyear@fairgrocery.com','Warehouse & Delivery','Delivery Assistant','G2','2017-1-10'), 
('FG00470','Dr','Selle','Lanigan','F',448032572339,'Belfast','United Kingdom','GB','Selle.Lanigan@fairgrocery.com','Warehouse & Delivery','Delivery Assistant','G1','2017-2-10'), 
('FG00495','Ms','Page','Alexsandrowicz','F',444289892380,'Normanton','United Kingdom','GB','Page.Alexsandrowicz@fairgrocery.com','Warehouse & Delivery','Delivery Assistant','G1','2017-3-10'), 
('FG00497','Ms','Melitta','Smogur','F',449307309375,'Milton','United Kingdom','GB','Melitta.Smogur@fairgrocery.com','Warehouse & Delivery','Delivery Assistant','G1','2017-4-10'), 
('FG00498','Mr','Gail','Phebey','M',444153673526,'Charlton','United Kingdom','GB','Gail.Phebey@fairgrocery.com','Warehouse & Delivery','Delivery Assistant','G1','2017-5-10'), 
('FG00499','Mr','Ferrell','Aucourte','M',447057701240,'Langley','United Kingdom','GB','Ferrell.Aucourte@fairgrocery.com','Warehouse & Delivery','Delivery Assistant','G1','2017-6-10'), 
('FG00500','Mrs','Arabelle','Farndale','F',441559073924,'Buckland','United Kingdom','GB','Arabelle.Farndale@fairgrocery.com','Warehouse & Delivery','Delivery Assistant','G1','2017-7-10'), 
('FG00501','Ms','Tabby','Howse','F',448946749198,'East End','United Kingdom','GB','Tabby.Howse@fairgrocery.com','Warehouse & Delivery','Delivery Assistant','G1','2017-8-10'), 
('FG00502','Mrs','Issy','Vogl','F',446091498451,'Church End','United Kingdom','GB','Issy.Vogl@fairgrocery.com','Warehouse & Delivery','Delivery Assistant','G1','2017-9-10'), 
('FG00503','Mr','Buddy','Bagnell','M',444823439583,'Middleton','United Kingdom','GB','Buddy.Bagnell@fairgrocery.com','Warehouse & Delivery','Delivery Assistant','G1','2017-10-10'), 
('FG00504','Ms','Haleigh','Zuan','F',447126360449,'Linton','United Kingdom','GB','Haleigh.Zuan@fairgrocery.com','Warehouse & Delivery','Delivery Assistant','G1','2017-11-10'), 
('FG00505','Mrs','Carlina','Cabble','F',445504074376,'Newbiggin','United Kingdom','GB','Carlina.Cabble@fairgrocery.com','Warehouse & Delivery','Delivery Assistant','G1','2017-12-10'), 
('FG00506','Ms','Happy','Spurdens','F',444784847441,'Brampton','United Kingdom','GB','Happy.Spurdens@fairgrocery.com','Warehouse & Delivery','Delivery Assistant','G1','2018-1-10'), 
('FG00507','Mr','Mervin','Overstall','M',441718439972,'Carlton','United Kingdom','GB','Mervin.Overstall@fairgrocery.com','Warehouse & Delivery','Delivery Assistant','G1','2018-2-10'), 
('FG00508','Mr','Pebrook','Paulitschke','M',444649821991,'Liverpool','United Kingdom','GB','Pebrook.Paulitschke@fairgrocery.com','Warehouse & Delivery','Delivery Assistant','G1','2018-3-10'), 
('FG00509','Mr','Kellen','Du Pre','M',443638373189,'London','United Kingdom','GB','Kellen.Du Pre@fairgrocery.com','Warehouse & Delivery','Delivery Assistant','G1','2018-4-10'), 
('FG00510','Mrs','Robinia','Mapstone','F',445544778700,'Charlton','United Kingdom','GB','Robinia.Mapstone@fairgrocery.com','Warehouse & Delivery','Delivery Manager','G4','2014-9-1'), 
('FG00511','Ms','Darcey','Mortlock','F',448895714358,'Marston','United Kingdom','GB','Darcey.Mortlock@fairgrocery.com','Warehouse & Delivery','Warehouse Manager','G4','2011-1-23'), 
('FG00512','Mrs','Clem','Leates','F',441909689555,'Eaton','United Kingdom','GB','Clem.Leates@fairgrocery.com','Warehouse & Delivery','Warehouse Manager','G4','2007-6-16'), 
('FG00513','Ms','Paloma','Romke','F',448328258102,'Birmingham','United Kingdom','GB','Paloma.Romke@fairgrocery.com','Warehouse & Delivery','Warehouse Manager','G4','2010-5-18'), 
('FG00514','Mr','Vergil','Wagenen','M',443822325808,'Swindon','United Kingdom','GB','Vergil.Wagenen@fairgrocery.com','Warehouse & Delivery','Warehouse Assistant','G2','2018-1-10'), 
('FG00515','Mr','Sigfried','Philliskirk','M',448761477081,'Bradford','United Kingdom','GB','Sigfried.Philliskirk@fairgrocery.com','Warehouse & Delivery','Warehouse Assistant','G2','2018-2-10'), 
('FG00516','Mr','Giovanni','Trustey','M',447724890520,'Thorpe','United Kingdom','GB','Giovanni.Trustey@fairgrocery.com','Warehouse & Delivery','Warehouse Assistant','G2','2018-3-10'), 
('FG00517','Mrs','Ilene','Durtnall','F',449565925727,'Belfast','United Kingdom','GB','Ilene.Durtnall@fairgrocery.com','Warehouse & Delivery','Warehouse Assistant','G2','2018-1-10'), 
('FG00518','Mr','Cam','Arpe','M',448499125953,'Stapleford','United Kingdom','GB','Cam.Arpe@fairgrocery.com','Warehouse & Delivery','Warehouse Assistant','G2','2018-2-10'), 
('FG00519','Mr','Christophorus','Branford','M',448422793617,'Church End','United Kingdom','GB','Christophorus.Branford@fairgrocery.com','Warehouse & Delivery','Warehouse Assistant','G2','2018-3-10'), 
('FG00520','Mr','Kurt','Bineham','M',445396485737,'Charlton','United Kingdom','GB','Kurt.Bineham@fairgrocery.com','Warehouse & Delivery','Warehouse Assistant','G2','2018-1-10'), 
('FG00521','Ms','Lorilee','Mallabone','F',444917687194,'Burnside','United Kingdom','GB','Lorilee.Mallabone@fairgrocery.com','Warehouse & Delivery','Warehouse Assistant','G2','2018-2-10'), 
('FG00522','Mr','Paxton','Adams','M',446396684367,'Swindon','United Kingdom','GB','Paxton.Adams@fairgrocery.com','Warehouse & Delivery','Warehouse Assistant','G1','2018-3-10'), 
('FG00523','Mrs','Emyle','Yoell','F',442345937110,'Whitchurch','United Kingdom','GB','Emyle.Yoell@fairgrocery.com','Warehouse & Delivery','Warehouse Assistant','G1','2018-1-10'), 
('FG00524','Ms','Sean','Grimbleby','F',443142486870,'Horton','United Kingdom','GB','Sean.Grimbleby@fairgrocery.com','Warehouse & Delivery','Warehouse Assistant','G1','2019-2-10'), 
('FG00525','Mrs','Denny','Slayny','F',449813754588,'Burnside','United Kingdom','GB','Denny.Slayny@fairgrocery.com','Warehouse & Delivery','Warehouse Assistant','G1','2019-2-11'), 
('FG00526','Mr','Clim','Treker','M',444793618310,'Birmingham','United Kingdom','GB','Clim.Treker@fairgrocery.com','Warehouse & Delivery','Warehouse Assistant','G1','2019-2-12'), 
('FG00527','Ms','Olympie','Papaccio','F',442737463451,'Kirkton','United Kingdom','GB','Olympie.Papaccio@fairgrocery.com','Warehouse & Delivery','Warehouse Assistant','G1','2019-2-13'), 
('FG00528','Mr','Harris','Rabbatts','M',449345933471,'Tullich','United Kingdom','GB','Harris.Rabbatts@fairgrocery.com','Warehouse & Delivery','Warehouse Assistant','G1','2019-2-14'), 
('FG00529','Mrs','Jennette','Keer','F',447487256416,'Kingston','United Kingdom','GB','Jennette.Keer@fairgrocery.com','Warehouse & Delivery','Warehouse Assistant','G1','2019-2-15'), 
('FG00530','Mr','Cad','Greenough','M',445468575252,'Newton','United Kingdom','GB','Cad.Greenough@fairgrocery.com','Warehouse & Delivery','Warehouse Assistant','G1','2018-2-10'), 
('FG00531','Ms','Edee','Pavolini','F',446707280303,'Normanton','United Kingdom','GB','Edee.Pavolini@fairgrocery.com','Warehouse & Delivery','Warehouse Assistant','G1','2018-3-10'), 
('FG00532','Mr','Dylan','Finlay','M',441574803601,'Aberdeen','United Kingdom','GB','Dylan.Finlay@fairgrocery.com','Warehouse & Delivery','Warehouse Assistant','G1','2018-1-10'), 
